 112.91962869   1.51724138 -225.20677367 
 112.91962869   1.56896552 -225.18427230 
 112.91962869   1.62068966 -225.16102875 
 112.91962869   1.67241379 -225.13759525 
 112.91962869   1.72413793 -225.11437312 
 112.91962869   1.77586207 -225.09166421 
 112.91962869   1.82758621 -225.06969327 
 112.91962869   1.87931034 -225.04860379 
 112.91962869   1.93103448 -225.02847332 
 112.91962869   1.98275862 -225.00935040 
 112.91962869   2.03448276 -224.99127415 
 112.91962869   2.08620690 -224.97426097 
 112.91962869   2.13793103 -224.95829627 
 112.91962869   2.18965517 -224.94334550 
 112.91962869   2.24137931 -224.92936665 
 112.91962869   2.29310345 -224.91632441 
 112.91962869   2.34482759 -224.90419358 
 112.91962869   2.39655172 -224.89294799 
 112.91962869   2.44827586 -224.88255084 
 112.91962869   2.50000000 -224.87295148 
 110.21890170   1.00000000 -224.93613633 
 110.21890170   1.05172414 -225.07983014 
 110.21890170   1.10344828 -225.17157215 
 110.21890170   1.15517241 -225.22676732 
 110.21890170   1.20689655 -225.25642506 
 110.21890170   1.25862069 -225.26836209 
 110.21890170   1.31034483 -225.26808419 
 110.21890170   1.36206897 -225.25943571 
 110.21890170   1.41379310 -225.24504805 
 110.21890170   1.46551724 -225.22680704 
 110.21890170   1.51724138 -225.20604016 
 110.21890170   1.56896552 -225.18372845 
 110.21890170   1.62068966 -225.16062524 
 110.21890170   1.67241379 -225.13729570 
 110.21890170   1.72413793 -225.11414935 
 110.21890170   1.77586207 -225.09149431 
 110.21890170   1.82758621 -225.06956021 
 110.21890170   1.87931034 -225.04849539 
 110.21890170   1.93103448 -225.02837976 
 110.21890170   1.98275862 -225.00926281 
 110.21890170   2.03448276 -224.99118516 
 110.21890170   2.08620690 -224.97416716 
 110.21890170   2.13793103 -224.95819895 
 110.21890170   2.18965517 -224.94324993 
 110.21890170   2.24137931 -224.92927776 
 110.21890170   2.29310345 -224.91624386 
 110.21890170   2.34482759 -224.90412268 
 110.21890170   2.39655172 -224.89288781 
 110.21890170   2.44827586 -224.88250204 
 110.21890170   2.50000000 -224.87291372 
 107.51817472   1.00000000 -224.91892724 
 107.51817472   1.05172414 -225.06633876 
 107.51817472   1.10344828 -225.16104131 
 107.51817472   1.15517241 -225.21858159 
 107.51817472   1.20689655 -225.25009299 
 107.51817472   1.25862069 -225.26347501 
 107.51817472   1.31034483 -225.26432735 
 107.51817472   1.36206897 -225.25652622 
 107.51817472   1.41379310 -225.24278696 
 107.51817472   1.46551724 -225.22503983 
 107.51817472   1.51724138 -225.20464799 
 107.51817472   1.56896552 -225.18261927 
 107.51817472   1.62068966 -225.15973332 
 107.51817472   1.67241379 -225.13657342 
 107.51817472   1.72413793 -225.11355819 
 107.51817472   1.77586207 -225.09100325 
 107.51817472   1.82758621 -225.06914530 
 107.51817472   1.87931034 -225.04814068 
 107.51817472   1.93103448 -225.02807403 
 107.51817472   1.98275862 -225.00899409 
 107.51817472   2.03448276 -224.99094177 
 107.51817472   2.08620690 -224.97393964 
 107.51817472   2.13793103 -224.95798263 
 107.51817472   2.18965517 -224.94304293 
 107.51817472   2.24137931 -224.92908088 
 107.51817472   2.29310345 -224.91606113 
 107.51817472   2.34482759 -224.90395722 
 107.51817472   2.39655172 -224.89274084 
 107.51817472   2.44827586 -224.88237283 
 107.51817472   2.50000000 -224.87280101 
 104.81744773   1.00000000 -224.89781185 
 104.81744773   1.05172414 -225.04951894 
 104.81744773   1.10344828 -225.14767942 
 104.81744773   1.15517241 -225.20799386 
 104.81744773   1.20689655 -225.24172571 
 104.81744773   1.25862069 -225.25687241 
 104.81744773   1.31034483 -225.25911682 
 104.81744773   1.36206897 -225.25240459 
 104.81744773   1.41379310 -225.23950938 
 104.81744773   1.46551724 -225.22241568 
 104.81744773   1.51724138 -225.20252941 
 104.81744773   1.56896552 -225.18089163 
 104.81744773   1.62068966 -225.15831033 
 104.81744773   1.67241379 -225.13539056 
 104.81744773   1.72413793 -225.11256517 
 104.81744773   1.77586207 -225.09015993 
 104.81744773   1.82758621 -225.06842032 
 104.81744773   1.87931034 -225.04751256 
 104.81744773   1.93103448 -225.02752660 
 104.81744773   1.98275862 -225.00851338 
 104.81744773   2.03448276 -224.99051472 
 104.81744773   2.08620690 -224.97355438 
 104.81744773   2.13793103 -224.95762867 
 104.81744773   2.18965517 -224.94271186 
 104.81744773   2.24137931 -224.92876990 
 104.81744773   2.29310345 -224.91577236 
 104.81744773   2.34482759 -224.90369312 
 104.81744773   2.39655172 -224.89250183 
 104.81744773   2.44827586 -224.88215793 
 104.81744773   2.50000000 -224.87260990 
 102.11672074   1.00000000 -224.87236532 
 102.11672074   1.05172414 -225.02900202 
 102.11672074   1.10344828 -225.13116821 
 102.11672074   1.15517241 -225.19472982 
 102.11672074   1.20689655 -225.23108507 
 102.11672074   1.25862069 -225.24834928 
 102.11672074   1.31034483 -225.25228794 
 102.11672074   1.36206897 -225.24692145 
 102.11672074   1.41379310 -225.23509163 
 102.11672074   1.46551724 -225.21883280 
 102.11672074   1.51724138 -225.19960021 
 102.11672074   1.56896552 -225.17847777 
 102.11672074   1.62068966 -225.15630260 
 102.11672074   1.67241379 -225.13370289 
 102.11672074   1.72413793 -225.11113247 
 102.11672074   1.77586207 -225.08893273 
 102.11672074   1.82758621 -225.06736024 
 102.11672074   1.87931034 -225.04658715 
 102.11672074   1.93103448 -225.02671104 
 102.11672074   1.98275862 -225.00779087 
 102.11672074   2.03448276 -224.98987228 
 102.11672074   2.08620690 -224.97297960 
 102.11672074   2.13793103 -224.95710854 
 102.11672074   2.18965517 -224.94223478 
 102.11672074   2.24137931 -224.92832872 
 102.11672074   2.29310345 -224.91536481 
 102.11672074   2.34482759 -224.90331917 
 102.11672074   2.39655172 -224.89216128 
 102.11672074   2.44827586 -224.88185100 
 102.11672074   2.50000000 -224.87233793 
  99.41599375   1.00000000 -224.84209648 
  99.41599375   1.05172414 -225.00436016 
  99.41599375   1.10344828 -225.11114015 
  99.41599375   1.15517241 -225.17847233 
  99.41599375   1.20689655 -225.21789983 
  99.41599375   1.25862069 -225.23766858 
  99.41599375   1.31034483 -225.24363616 
  99.41599375   1.36206897 -225.23990311 
  99.41599375   1.41379310 -225.22938291 
  99.41599375   1.46551724 -225.21416385 
  99.41599375   1.51724138 -225.19575570 
  99.41599375   1.56896552 -225.17528949 
  99.41599375   1.62068966 -225.15363621 
  99.41599375   1.67241379 -225.13145219 
  99.41599375   1.72413793 -225.10921613 
  99.41599375   1.77586207 -225.08728716 
  99.41599375   1.82758621 -225.06593513 
  99.41599375   1.87931034 -225.04534119 
  99.41599375   1.93103448 -225.02561113 
  99.41599375   1.98275862 -225.00681275 
  99.41599375   2.03448276 -224.98899828 
  99.41599375   2.08620690 -224.97219526 
  99.41599375   2.13793103 -224.95639964 
  99.41599375   2.18965517 -224.94158846 
  99.41599375   2.24137931 -224.92773555 
  99.41599375   2.29310345 -224.91481920 
  99.41599375   2.34482759 -224.90281897 
  99.41599375   2.39655172 -224.89170680 
  99.41599375   2.44827586 -224.88144317 
  99.41599375   2.50000000 -224.87197703 
  96.71526676   1.00000000 -224.80644259 
  96.71526676   1.05172414 -224.97509687 
  96.71526676   1.10344828 -225.08716639 
  96.71526676   1.15517241 -225.15885013 
  96.71526676   1.20689655 -225.20185095 
  96.71526676   1.25862069 -225.22455163 
  96.71526676   1.31034483 -225.23292001 
  96.71526676   1.36206897 -225.23114234 
  96.71526676   1.41379310 -225.22220431 
  96.71526676   1.46551724 -225.20825840 
  96.71526676   1.51724138 -225.19087017 
  96.71526676   1.56896552 -225.17122021 
  96.71526676   1.62068966 -225.15022200 
  96.71526676   1.67241379 -225.12856571 
  96.71526676   1.72413793 -225.10675629 
  96.71526676   1.77586207 -225.08517383 
  96.71526676   1.82758621 -225.06410407 
  96.71526676   1.87931034 -225.04374107 
  96.71526676   1.93103448 -225.02420138 
  96.71526676   1.98275862 -225.00556119 
  96.71526676   2.03448276 -224.98787929 
  96.71526676   2.08620690 -224.97118878 
  96.71526676   2.13793103 -224.95548958 
  96.71526676   2.18965517 -224.94076095 
  96.71526676   2.24137931 -224.92697881 
  96.71526676   2.29310345 -224.91412492 
  96.71526676   2.34482759 -224.90218280 
  96.71526676   2.39655172 -224.89112702 
  96.71526676   2.44827586 -224.88091917 
  96.71526676   2.50000000 -224.87150817 
  94.01453977   1.00000000 -224.76476086 
  94.01453977   1.05172414 -224.94063872 
  94.01453977   1.10344828 -225.05874282 
  94.01453977   1.15517241 -225.13542727 
  94.01453977   1.20689655 -225.18255889 
  94.01453977   1.25862069 -225.20866954 
  94.01453977   1.31034483 -225.21985280 
  94.01453977   1.36206897 -225.22038988 
  94.01453977   1.41379310 -225.21334454 
  94.01453977   1.46551724 -225.20093758 
  94.01453977   1.51724138 -225.18479321 
  94.01453977   1.56896552 -225.16614547 
  94.01453977   1.62068966 -225.14595571 
  94.01453977   1.67241379 -225.12495377 
  94.01453977   1.72413793 -225.10367570 
  94.01453977   1.77586207 -225.08252587 
  94.01453977   1.82758621 -225.06180966 
  94.01453977   1.87931034 -225.04173703 
  94.01453977   1.93103448 -225.02243761 
  94.01453977   1.98275862 -225.00399832 
  94.01453977   2.03448276 -224.98648586 
  94.01453977   2.08620690 -224.96993977 
  94.01453977   2.13793103 -224.95436556 
  94.01453977   2.18965517 -224.93974571 
  94.01453977   2.24137931 -224.92605698 
  94.01453977   2.29310345 -224.91328216 
  94.01453977   2.34482759 -224.90140798 
  94.01453977   2.39655172 -224.89041392 
  94.01453977   2.44827586 -224.88026572 
  94.01453977   2.50000000 -224.87091441 
  91.31381278   1.00000000 -224.71631954 
  91.31381278   1.05172414 -224.90032452 
  91.31381278   1.10344828 -225.02528329 
  91.31381278   1.15517241 -225.10769298 
  91.31381278   1.20689655 -225.15957993 
  91.31381278   1.25862069 -225.18963665 
  91.31381278   1.31034483 -225.20409520 
  91.31381278   1.36206897 -225.20734985 
  91.31381278   1.41379310 -225.20254693 
  91.31381278   1.46551724 -225.19198065 
  91.31381278   1.51724138 -225.17733875 
  91.31381278   1.56896552 -225.15991006 
  91.31381278   1.62068966 -225.14070731 
  91.31381278   1.67241379 -225.12050661 
  91.31381278   1.72413793 -225.09988128 
  91.31381278   1.77586207 -225.07926475 
  91.31381278   1.82758621 -225.05898571 
  91.31381278   1.87931034 -225.03927282 
  91.31381278   1.93103448 -225.02027059 
  91.31381278   1.98275862 -225.00207911 
  91.31381278   2.03448276 -224.98477733 
  91.31381278   2.08620690 -224.96841279 
  91.31381278   2.13793103 -224.95299669 
  91.31381278   2.18965517 -224.93851631 
  91.31381278   2.24137931 -224.92494939 
  91.31381278   2.29310345 -224.91227737 
  91.31381278   2.34482759 -224.90048848 
  91.31381278   2.39655172 -224.88956673 
  91.31381278   2.44827586 -224.87948416 
  91.31381278   2.50000000 -224.87019701 
  88.61308580   1.00000000 -224.66029198 
  88.61308580   1.05172414 -224.85339426 
  88.61308580   1.10344828 -224.98610681 
  88.61308580   1.15517241 -225.07504769 
  88.61308580   1.20689655 -225.13239374 
  88.61308580   1.25862069 -225.16699940 
  88.61308580   1.31034483 -225.18525138 
  88.61308580   1.36206897 -225.19167126 
  88.61308580   1.41379310 -225.18950245 
  88.61308580   1.46551724 -225.18111775 
  88.61308580   1.51724138 -225.16827350 
  88.61308580   1.56896552 -225.15231654 
  88.61308580   1.62068966 -225.13431264 
  88.61308580   1.67241379 -225.11508735 
  88.61308580   1.72413793 -225.09525856 
  88.61308580   1.77586207 -225.07529570 
  88.61308580   1.82758621 -225.05555397 
  88.61308580   1.87931034 -225.03628352 
  88.61308580   1.93103448 -225.01764702 
  88.61308580   1.98275862 -224.99975868 
  88.61308580   2.03448276 -224.98271057 
  88.61308580   2.08620690 -224.96656313 
  88.61308580   2.13793103 -224.95133728 
  88.61308580   2.18965517 -224.93702681 
  88.61308580   2.24137931 -224.92361286 
  88.61308580   2.29310345 -224.91107652 
  88.61308580   2.34482759 -224.89940433 
  88.61308580   2.39655172 -224.88858098 
  88.61308580   2.44827586 -224.87858171 
  88.61308580   2.50000000 -224.86936736 
  85.91235881   1.00000000 -224.64145134 
  85.91235881   1.05172414 -224.82530904 
  85.91235881   1.10344828 -224.95281629 
  85.91235881   1.15517241 -225.03922120 
  85.91235881   1.20689655 -225.09576972 
  85.91235881   1.25862069 -225.13071812 
  85.91235881   1.31034483 -225.15007294 
  85.91235881   1.36206897 -225.15809448 
  85.91235881   1.41379310 -225.15782472 
  85.91235881   1.46551724 -225.15145853 
  85.91235881   1.51724138 -225.14060631 
  85.91235881   1.56896552 -225.12650956 
  85.91235881   1.62068966 -225.11016117 
  85.91235881   1.67241379 -225.09234735 
  85.91235881   1.72413793 -225.07368112 
  85.91235881   1.77586207 -225.05464953 
  85.91235881   1.82758621 -225.03563493 
  85.91235881   1.87931034 -225.01691638 
  85.91235881   1.93103448 -224.99868486 
  85.91235881   1.98275862 -224.98107634 
  85.91235881   2.03448276 -224.96419486 
  85.91235881   2.08620690 -224.94810832 
  85.91235881   2.13793103 -224.93284456 
  85.91235881   2.18965517 -224.93523628 
  85.91235881   2.24137931 -224.92200740 
  85.91235881   2.29310345 -224.90964273 
  85.91235881   2.34482759 -224.89812598 
  85.91235881   2.39655172 -224.88743665 
  85.91235881   2.44827586 -224.87754766 
  85.91235881   2.50000000 -224.86842293 
  83.21163182   1.00000000 -224.64440130 
  83.21163182   1.05172414 -224.83006329 
  83.21163182   1.10344828 -224.95887655 
  83.21163182   1.15517241 -225.04619295 
  83.21163182   1.20689655 -225.10331261 
  83.21163182   1.25862069 -225.13854810 
  83.21163182   1.31034483 -225.15796772 
  83.21163182   1.36206897 -225.16589780 
  83.21163182   1.41379310 -225.16543807 
  83.21163182   1.46551724 -225.15882152 
  83.21163182   1.51724138 -225.14768128 
  83.21163182   1.56896552 -225.13327214 
  83.21163182   1.62068966 -225.11659333 
  83.21163182   1.67241379 -225.09843443 
  83.21163182   1.72413793 -225.07941066 
  83.21163182   1.77586207 -225.06001257 
  83.21163182   1.82758621 -225.04062839 
  83.21163182   1.87931034 -225.02154230 
  83.21163182   1.93103448 -225.00294897 
  83.21163182   1.98275862 -224.98498814 
  83.21163182   2.03448276 -224.96776763 
  83.21163182   2.08620690 -224.95135775 
  83.21163182   2.13793103 -224.93579011 
  83.21163182   2.18965517 -224.93340982 
  83.21163182   2.24137931 -224.92019983 
  83.21163182   2.29310345 -224.90795109 
  83.21163182   2.34482759 -224.89661505 
  83.21163182   2.39655172 -224.88609688 
  83.21163182   2.44827586 -224.87635301 
  83.21163182   2.50000000 -224.86734544 
  80.51090483   1.00000000 -224.64454775 
  80.51090483   1.05172414 -224.83267455 
  80.51090483   1.10344828 -224.96331120 
  80.51090483   1.15517241 -225.05196608 
  80.51090483   1.20689655 -225.11001936 
  80.51090483   1.25862069 -225.14584305 
  80.51090483   1.31034483 -225.16557051 
  80.51090483   1.36206897 -225.17794529 
  80.51090483   1.41379310 -225.17814880 
  80.51090483   1.46551724 -225.17192012 
  80.51090483   1.51724138 -225.16095402 
  80.51090483   1.56896552 -225.14655911 
  80.51090483   1.62068966 -225.12978331 
  80.51090483   1.67241379 -225.11145624 
  80.51090483   1.72413793 -225.09222210 
  80.51090483   1.77586207 -225.07259305 
  80.51090483   1.82758621 -225.05297544 
  80.51090483   1.87931034 -225.03366952 
  80.51090483   1.93103448 -225.01487996 
  80.51090483   1.98275862 -224.99675602 
  80.51090483   2.03448276 -224.97941738 
  80.51090483   2.08620690 -224.96295392 
  80.51090483   2.13793103 -224.94743320 
  80.51090483   2.18965517 -224.93290627 
  80.51090483   2.24137931 -224.91940180 
  80.51090483   2.29310345 -224.90691308 
  80.51090483   2.34482759 -224.89540428 
  80.51090483   2.39655172 -224.88481933 
  80.51090483   2.44827586 -224.87509121 
  80.51090483   2.50000000 -224.86615050 
  77.81017784   1.00000000 -224.64121289 
  77.81017784   1.05172414 -224.83262118 
  77.81017784   1.10344828 -224.96571008 
  77.81017784   1.15517241 -225.05620717 
  77.81017784   1.20689655 -225.11562159 
  77.81017784   1.25862069 -225.15239143 
  77.81017784   1.31034483 -225.17272289 
  77.81017784   1.36206897 -225.18108465 
  77.81017784   1.41379310 -225.18070830 
  77.81017784   1.46551724 -225.17394578 
  77.81017784   1.51724138 -225.16250903 
  77.81017784   1.56896552 -225.14769572 
  77.81017784   1.62068966 -225.13053357 
  77.81017784   1.67241379 -225.11183196 
  77.81017784   1.72413793 -225.09221687 
  77.81017784   1.77586207 -225.07218423 
  77.81017784   1.82758621 -225.05212861 
  77.81017784   1.87931034 -225.03234769 
  77.81017784   1.93103448 -225.01305094 
  77.81017784   1.98275862 -224.99438837 
  77.81017784   2.03448276 -224.97647478 
  77.81017784   2.08620690 -224.95938817 
  77.81017784   2.13793103 -224.94871592 
  77.81017784   2.18965517 -224.93380892 
  77.81017784   2.24137931 -224.91992640 
  77.81017784   2.29310345 -224.90710368 
  77.81017784   2.34482759 -224.89532375 
  77.81017784   2.39655172 -224.88453064 
  77.81017784   2.44827586 -224.87464891 
  77.81017784   2.50000000 -224.86559455 
  75.10945085   1.00000000 -224.63350717 
  75.10945085   1.05172414 -224.82921588 
  75.10945085   1.10344828 -224.96553447 
  75.10945085   1.15517241 -225.05848274 
  75.10945085   1.20689655 -225.11975992 
  75.10945085   1.25862069 -225.15790394 
  75.10945085   1.31034483 -225.17919800 
  75.10945085   1.36206897 -225.18818837 
  75.10945085   1.41379310 -225.18817843 
  75.10945085   1.46551724 -225.18159342 
  75.10945085   1.51724138 -225.17019968 
  75.10945085   1.56896552 -225.15533564 
  75.10945085   1.62068966 -225.13805420 
  75.10945085   1.67241379 -225.11917927 
  75.10945085   1.72413793 -225.09934731 
  75.10945085   1.77586207 -225.07906313 
  75.10945085   1.82758621 -225.05872573 
  75.10945085   1.87931034 -225.03863702 
  75.10945085   1.93103448 -225.01900878 
  75.10945085   1.98275862 -225.00000724 
  75.10945085   2.03448276 -224.98174358 
  75.10945085   2.08620690 -224.96430594 
  75.10945085   2.13793103 -224.94773762 
  75.10945085   2.18965517 -224.93205048 
  75.10945085   2.24137931 -224.91724181 
  75.10945085   2.29310345 -224.90330921 
  75.10945085   2.34482759 -224.89025150 
  75.10945085   2.39655172 -224.87805830 
  75.10945085   2.44827586 -224.86670229 
  75.10945085   2.50000000 -224.85613902 
  72.40872386   1.00000000 -224.62025417 
  72.40872386   1.05172414 -224.82155083 
  72.40872386   1.10344828 -224.96206997 
  72.40872386   1.15517241 -225.05822714 
  72.40872386   1.20689655 -225.12196565 
  72.40872386   1.25862069 -225.16199179 
  72.40872386   1.31034483 -225.18468054 
  72.40872386   1.36206897 -225.19465753 
  72.40872386   1.41379310 -225.19531250 
  72.40872386   1.46551724 -225.18914041 
  72.40872386   1.51724138 -225.17797188 
  72.40872386   1.56896552 -225.16319786 
  72.40872386   1.62068966 -225.14591064 
  72.40872386   1.67241379 -225.12695370 
  72.40872386   1.72413793 -225.10697681 
  72.40872386   1.77586207 -225.08649830 
  72.40872386   1.82758621 -225.06592835 
  72.40872386   1.87931034 -225.04557308 
  72.40872386   1.93103448 -225.02565055 
  72.40872386   1.98275862 -225.00632265 
  72.40872386   2.03448276 -224.98771982 
  72.40872386   2.08620690 -224.96993560 
  72.40872386   2.13793103 -224.95302258 
  72.40872386   2.18965517 -224.93699884 
  72.40872386   2.24137931 -224.92185995 
  72.40872386   2.29310345 -224.90759861 
  72.40872386   2.34482759 -224.89421415 
  72.40872386   2.39655172 -224.88170390 
  72.40872386   2.44827586 -224.87005218 
  72.40872386   2.50000000 -224.85922326 
  69.70799687   1.00000000 -224.59989787 
  69.70799687   1.05172414 -224.80840843 
  69.70799687   1.10344828 -224.95436719 
  69.70799687   1.15517241 -225.05468363 
  69.70799687   1.20689655 -225.12163186 
  69.70799687   1.25862069 -225.16414410 
  69.70799687   1.31034483 -225.18874216 
  69.70799687   1.36206897 -225.20014530 
  69.70799687   1.41379310 -225.20182974 
  69.70799687   1.46551724 -225.19637032 
  69.70799687   1.51724138 -225.18567034 
  69.70799687   1.56896552 -225.17117916 
  69.70799687   1.62068966 -225.15403213 
  69.70799687   1.67241379 -225.13511151 
  69.70799687   1.72413793 -225.11508982 
  69.70799687   1.77586207 -225.09449769 
  69.70799687   1.82758621 -225.07375800 
  69.70799687   1.87931034 -225.05318833 
  69.70799687   1.93103448 -225.03301268 
  69.70799687   1.98275862 -225.01339938 
  69.70799687   2.03448276 -224.99448503 
  69.70799687   2.08620690 -224.97636981 
  69.70799687   2.13793103 -224.95911338 
  69.70799687   2.18965517 -224.94274350 
  69.70799687   2.24137931 -224.92726282 
  69.70799687   2.29310345 -224.91266404 
  69.70799687   2.34482759 -224.89894371 
  69.70799687   2.39655172 -224.88609724 
  69.70799687   2.44827586 -224.87411302 
  69.70799687   2.50000000 -224.86296580 
  67.00726989   1.00000000 -224.57039097 
  67.00726989   1.05172414 -224.78815076 
  67.00726989   1.10344828 -224.94114533 
  67.00726989   1.15517241 -225.04683524 
  67.00726989   1.20689655 -225.11794161 
  67.00726989   1.25862069 -225.16369318 
  67.00726989   1.31034483 -225.19081448 
  67.00726989   1.36206897 -225.20417383 
  67.00726989   1.41379310 -225.20733853 
  67.00726989   1.46551724 -225.20296615 
  67.00726989   1.51724138 -225.19304694 
  67.00726989   1.56896552 -225.17909503 
  67.00726989   1.62068966 -225.16229384 
  67.00726989   1.67241379 -225.14356830 
  67.00726989   1.72413793 -225.12363135 
  67.00726989   1.77586207 -225.10303576 
  67.00726989   1.82758621 -225.08221579 
  67.00726989   1.87931034 -225.06150136 
  67.00726989   1.93103448 -225.04113167 
  67.00726989   1.98275862 -225.02128515 
  67.00726989   2.03448276 -225.00210221 
  67.00726989   2.08620690 -224.98368603 
  67.00726989   2.13793103 -224.96610129 
  67.00726989   2.18965517 -224.94938322 
  67.00726989   2.24137931 -224.93354651 
  67.00726989   2.29310345 -224.91859604 
  67.00726989   2.34482759 -224.90453138 
  67.00726989   2.39655172 -224.89134386 
  67.00726989   2.44827586 -224.87901614 
  67.00726989   2.50000000 -224.86752297 
  64.30654290   1.00000000 -224.52901898 
  64.30654290   1.05172414 -224.75859742 
  64.30654290   1.10344828 -224.92065147 
  64.30654290   1.15517241 -225.03330290 
  64.30654290   1.20689655 -225.10978442 
  64.30654290   1.25862069 -225.15973688 
  64.30654290   1.31034483 -225.19015254 
  64.30654290   1.36206897 -225.20610289 
  64.30654290   1.41379310 -225.21129739 
  64.30654290   1.46551724 -225.20848466 
  64.30654290   1.51724138 -225.19973940 
  64.30654290   1.56896552 -225.18665636 
  64.30654290   1.62068966 -225.17047779 
  64.30654290   1.67241379 -225.15217317 
  64.30654290   1.72413793 -225.13249603 
  64.30654290   1.77586207 -225.11203819 
  64.30654290   1.82758621 -225.09125782 
  64.30654290   1.87931034 -225.07049721 
  64.30654290   1.93103448 -225.05001240 
  64.30654290   1.98275862 -225.02999645 
  64.30654290   2.03448276 -225.01059998 
  64.30654290   2.08620690 -224.99192847 
  64.30654290   2.13793103 -224.97404890 
  64.30654290   2.18965517 -224.95700268 
  64.30654290   2.24137931 -224.94081604 
  64.30654290   2.29310345 -224.92550682 
  64.30654290   2.34482759 -224.91108446 
  64.30654290   2.39655172 -224.89754512 
  64.30654290   2.44827586 -224.88487014 
  64.30654290   2.50000000 -224.87302956 
  61.60581591   1.00000000 -224.47219499 
  61.60581591   1.05172414 -224.71681856 
  61.60581591   1.10344828 -224.89051267 
  61.60581591   1.15517241 -225.01217620 
  61.60581591   1.20689655 -225.09564387 
  61.60581591   1.25862069 -225.15104305 
  61.60581591   1.31034483 -225.18574986 
  61.60581591   1.36206897 -225.20509366 
  61.60581591   1.41379310 -225.21298408 
  61.60581591   1.46551724 -225.21230999 
  61.60581591   1.51724138 -225.20523783 
  61.60581591   1.56896552 -225.19344376 
  61.60581591   1.62068966 -225.17824220 
  61.60581591   1.67241379 -225.16066070 
  61.60581591   1.72413793 -225.14149272 
  61.60581591   1.77586207 -225.12136879 
  61.60581591   1.82758621 -225.10078516 
  61.60581591   1.87931034 -225.08011244 
  61.60581591   1.93103448 -225.05962178 
  61.60581591   1.98275862 -225.03952204 
  61.60581591   2.03448276 -225.01997973 
  61.60581591   2.08620690 -225.00111192 
  61.60581591   2.13793103 -224.98299120 
  61.60581591   2.18965517 -224.96566277 
  61.60581591   2.24137931 -224.94916000 
  61.60581591   2.29310345 -224.93350973 
  61.60581591   2.34482759 -224.91873030 
  61.60581591   2.39655172 -224.90482714 
  61.60581591   2.44827586 -224.89179094 
  61.60581591   2.50000000 -224.87959695 
  58.90508892   1.00000000 -224.39518062 
  58.90508892   1.05172414 -224.65887562 
  58.90508892   1.10344828 -224.84750572 
  58.90508892   1.15517241 -224.98082540 
  58.90508892   1.20689655 -225.07340082 
  58.90508892   1.25862069 -225.13591564 
