 118.32108267 -225.27374221 
 117.32967656 -225.27359984 
 116.33827045 -225.27329194 
 115.34686434 -225.27281285 
 114.35545823 -225.27215670 
 113.36405212 -225.27131727 
 112.37264601 -225.27028802 
 111.38123990 -225.26906207 
 110.38983379 -225.26763213 
 109.39842768 -225.26599043 
 108.40702157 -225.26412862 
 107.41561546 -225.26203649 
 106.42420935 -225.25970838 
 105.43280324 -225.25713044 
 104.44139713 -225.25429344 
 103.44999102 -225.25118634 
 102.45858491 -225.24779752 
 101.46717880 -225.24411471 
 100.47577269 -225.24012492 
  99.48436658 -225.23581431 
  98.49296048 -225.23116816 
  97.50155437 -225.22617066 
  96.51014826 -225.22080517 
  95.51874215 -225.21505392 
  94.52733604 -225.20889823 
  93.53592993 -225.20231822 
  92.54452382 -225.19529291 
  91.55311771 -225.18780000 
  90.56171160 -225.17981576 
  89.57030549 -225.17131487 
  88.57889938 -225.16227031 
  87.58749327 -225.15265325 
  86.59608716 -225.14243299 
  85.60468105 -225.13157694 
  84.61327494 -225.12005071 
  83.62186883 -225.10781818 
  82.63046272 -225.09484172 
  81.63905661 -225.08108239 
  80.64765050 -225.06650035 
  79.65624439 -225.05105546 
  78.66483828 -225.03470831 
  77.67343217 -225.01742158 
  76.68202606 -224.99916234 
  75.69061995 -224.97990537 
  74.69921384 -224.95963805 
  73.70780773 -224.93836738 
  72.71640162 -224.91612988 
  71.72499551 -224.89300489 
  70.73358940 -224.86913025 
  69.74218329 -224.84471679 
  68.75077718 -224.82005346 
  67.75937107 -224.79549105 
  66.76796496 -224.77139791 
  65.77655885 -225.15605777 
  64.78515274 -225.15417513 
  63.79374663 -225.15166747 
  62.80234052 -225.14846241 
  61.81093441 -225.14447795 
  60.81952830 -225.13962118 
  59.82812219 -225.13378646 
  58.83671609 -225.12685355 
  57.84530998 -225.11868563 
  56.85390387 -225.10912716 
  55.86249776 -225.09800135 
  54.87109165 -225.08510771 
  53.87968554 -225.07021908 
  52.88827943 -225.05307771 
  51.89687332 -225.03338995 
  50.90546721 -225.01082046 
  49.91406110 -224.98498693 
  48.92265499 -224.95545512 
  47.93124888 -224.92173279 
  46.93984277 -224.88326022 
  45.94843666 -224.83939766 
  44.95703055 -224.78941326 
  43.96562444 -224.73247380 
  42.97421833 -224.66763355 
  41.98281222 -224.59381543 
  40.99140611 -224.50978733 
  40.00000000 -224.41414150 
